user_id,age,home_location,dining_frequency,favorite_cuisines,preferred_price_range,dietary_restrictions,avg_rating_given,total_reviews_written
10619,34,Palm Jumeirah,Weekly,"Italian, Indian",Luxury,Vegan,4.32,43
10620,35,Palm Jumeirah,Daily,Seafood,High,Keto,3.66,99
10621,40,Ajman,Bi-Weekly,"French, Seafood",Luxury,Dairy-Free,3.72,65
10622,60,Dubai Marina,Monthly,"Italian, Iranian",Luxury,Halal,3.46,19
10623,48,Abu Dhabi,Weekly,"Italian, Indian, Chinese",High,Gluten-Free,3.24,6
10624,22,Al Barsha,Rarely,"Seafood, Iranian, Chinese",High,Keto,3.78,138
10625,25,Ajman,Weekly,"Mediterranean, French, Emirati",High,Gluten-Free,3.93,57
10626,24,Palm Jumeirah,Rarely,Mediterranean,Medium,Vegan,3.81,37
10627,52,Jumeirah Lakes Towers (JLT),Weekly,"Chinese, Mexican",Luxury,Vegetarian,4.45,148
10628,23,Jumeirah Lakes Towers (JLT),Bi-Weekly,"Seafood, Iranian, Mediterranean",High,Dairy-Free,3.06,137
10629,32,Business Bay,Daily,"Iranian, Mexican",High,None,3.58,46
10630,23,Jumeirah Beach Residence (JBR),Daily,"Mexican, French",Medium,Dairy-Free,3.96,141
10631,57,Downtown Dubai,Monthly,"Thai, Indian, Italian",Luxury,Vegetarian,3.78,8
10632,34,Ajman,Bi-Weekly,Indian,Luxury,Halal,4.26,18
10633,32,Ajman,Monthly,"Mexican, Mediterranean, Indian",Medium,None,3.57,58
10634,47,Abu Dhabi,Daily,"Chinese, Iranian",Luxury,None,4.3,60
10635,37,Jumeirah Beach Residence (JBR),Daily,"Mediterranean, Iranian, French",High,Keto,3.2,108
10636,26,Jumeirah Beach Residence (JBR),Daily,"Mediterranean, Emirati",Luxury,Halal,3.35,89
10637,55,Business Bay,Rarely,Emirati,Luxury,Vegetarian,4.43,124
10638,46,Jumeirah Lakes Towers (JLT),Bi-Weekly,Chinese,Luxury,Dairy-Free,3.38,118
10639,39,Downtown Dubai,Rarely,"Indian, Emirati",High,Keto,4.28,28
10640,51,Sharjah,Daily,"Thai, Mexican, Italian",Low,Keto,3.59,75
10641,23,Ajman,Rarely,"French, Seafood",Medium,Keto,4.49,114
10642,52,Jumeirah Lakes Towers (JLT),Bi-Weekly,"Seafood, Iranian",Low,Keto,4.4,64
10643,54,Abu Dhabi,Rarely,"Thai, French",High,Vegan,3.81,98
10644,44,Ajman,Rarely,Thai,Luxury,Vegetarian,3.17,55
10645,60,Palm Jumeirah,Bi-Weekly,Seafood,Luxury,Vegetarian,3.57,84
10646,38,Palm Jumeirah,Weekly,"Iranian, Indian, Italian",Luxury,Halal,3.88,136
10647,58,Palm Jumeirah,Rarely,"Thai, Indian, Seafood",Medium,Dairy-Free,3.09,74
10648,20,Dubai Marina,Monthly,Seafood,Luxury,Dairy-Free,4.34,145
10649,24,Abu Dhabi,Monthly,Mexican,Medium,Dairy-Free,3.85,104
10650,28,Downtown Dubai,Monthly,Italian,Luxury,Dairy-Free,3.94,61
10651,48,Jumeirah Lakes Towers (JLT),Daily,"Thai, Iranian",Low,None,3.18,146
10652,58,Ajman,Rarely,Mexican,Low,Vegan,4.39,79
10653,23,Downtown Dubai,Bi-Weekly,"Mediterranean, Thai, Seafood",Low,Halal,3.17,71
10654,29,Jumeirah Beach Residence (JBR),Monthly,"Italian, Thai, Iranian",Luxury,Gluten-Free,4.3,60
10655,43,Jumeirah Lakes Towers (JLT),Weekly,"Emirati, Mediterranean",Luxury,Gluten-Free,3.49,38
10656,28,Ajman,Weekly,"French, Thai, Seafood",Low,Halal,3.38,63
10657,25,Dubai Marina,Monthly,"Emirati, Italian",High,None,3.68,122
10658,50,Jumeirah Lakes Towers (JLT),Monthly,"Seafood, Chinese, Iranian",Medium,Vegetarian,3.84,98
10659,20,Abu Dhabi,Rarely,"Mexican, Italian, Seafood",Medium,Keto,3.49,26
10660,41,Al Barsha,Bi-Weekly,"French, Iranian",Low,None,4.25,32
10661,44,Ajman,Monthly,Mediterranean,Medium,Halal,3.55,69
10662,45,Al Barsha,Daily,"Chinese, French, Seafood",Luxury,Vegan,4.17,27
10663,35,Abu Dhabi,Rarely,"French, Mediterranean, Iranian",Luxury,Vegan,3.59,11
10664,21,Palm Jumeirah,Monthly,"Seafood, Italian, Thai",Luxury,Halal,3.53,74
10665,44,Sharjah,Bi-Weekly,Chinese,Low,Gluten-Free,3.59,126
10666,37,Palm Jumeirah,Daily,Chinese,High,Vegetarian,3.76,82
10667,22,Sharjah,Daily,"Iranian, Mexican, Emirati",Medium,None,3.91,121
10668,33,Ajman,Bi-Weekly,"French, Mediterranean",Medium,Vegan,3.7,93
10669,42,Jumeirah Lakes Towers (JLT),Rarely,"Mediterranean, Thai, French",High,Vegan,3.47,56
10670,43,Sharjah,Monthly,Iranian,Luxury,Gluten-Free,4.34,144
10671,28,Ajman,Monthly,Indian,Low,Dairy-Free,4.32,80
10672,35,Dubai Marina,Monthly,"Thai, Emirati, French",High,None,4.04,104
10673,57,Palm Jumeirah,Weekly,"French, Indian, Chinese",Medium,Keto,4.24,3
10674,53,Abu Dhabi,Monthly,"Thai, Mexican, Chinese",Luxury,Dairy-Free,3.83,147
10675,21,Dubai Marina,Daily,Chinese,Luxury,Keto,3.1,37
10676,33,Dubai Marina,Daily,"Mediterranean, Mexican",High,None,4.33,119
10677,21,Jumeirah Beach Residence (JBR),Monthly,"Seafood, Chinese, Thai",Luxury,Vegan,3.46,150
10678,20,Sharjah,Weekly,"Emirati, Indian",Medium,None,4.09,99
10679,22,Jumeirah Lakes Towers (JLT),Rarely,French,Luxury,Halal,3.8,82
10680,28,Business Bay,Daily,"Italian, Seafood",High,Gluten-Free,3.24,47
10681,29,Sharjah,Weekly,"Thai, Seafood, Mexican",Luxury,None,3.01,74
10682,34,Jumeirah Beach Residence (JBR),Rarely,Mediterranean,Luxury,Keto,3.41,142
10683,20,Al Barsha,Weekly,"Mediterranean, Italian, Emirati",Medium,Gluten-Free,4.03,38
10684,21,Jumeirah Beach Residence (JBR),Rarely,"Chinese, Thai",Low,Halal,3.92,121
10685,39,Palm Jumeirah,Daily,"Chinese, Mediterranean, Seafood",Medium,Dairy-Free,3.12,7
10686,52,Al Barsha,Bi-Weekly,"Mexican, Thai, Chinese",Luxury,Keto,4.19,34
10687,39,Dubai Marina,Weekly,Chinese,Low,Halal,4.04,29
10688,48,Ajman,Monthly,Mexican,Medium,None,4.33,74
10689,51,Dubai Marina,Monthly,Mediterranean,Medium,Vegetarian,4.3,120
10690,25,Jumeirah Beach Residence (JBR),Monthly,Mediterranean,Low,Vegetarian,3.79,73
10691,36,Abu Dhabi,Bi-Weekly,"Mediterranean, Mexican",Medium,Gluten-Free,4.26,21
10692,42,Abu Dhabi,Rarely,"Iranian, French",Medium,Halal,4.25,98
10693,50,Palm Jumeirah,Daily,"Iranian, Mexican",Luxury,None,3.54,54
10694,55,Jumeirah Beach Residence (JBR),Rarely,"Mexican, Indian, French",Luxury,Halal,3.59,51
10695,47,Abu Dhabi,Monthly,"Thai, Seafood",Low,Keto,4.23,145
10696,24,Business Bay,Weekly,"Mediterranean, French",Medium,Gluten-Free,3.12,95
10697,30,Abu Dhabi,Rarely,"French, Mexican",Low,Vegan,4.15,17
10698,39,Palm Jumeirah,Monthly,"Thai, Mediterranean, Italian",High,Vegan,3.5,130
10699,32,Dubai Marina,Bi-Weekly,Indian,Luxury,Dairy-Free,3.9,1
10700,49,Ajman,Bi-Weekly,"Seafood, Mexican",Medium,None,3.1,42
10701,43,Abu Dhabi,Bi-Weekly,Iranian,Luxury,Dairy-Free,3.8,70
10702,46,Sharjah,Monthly,"Mediterranean, Iranian, Indian",Medium,None,3.97,10
10703,52,Business Bay,Rarely,"French, Emirati, Seafood",High,Dairy-Free,3.94,142
10704,56,Dubai Marina,Weekly,Italian,High,Keto,3.86,115
10705,42,Al Barsha,Rarely,"Italian, Emirati",High,Halal,3.79,98
10706,50,Jumeirah Lakes Towers (JLT),Weekly,Emirati,Low,Vegan,3.12,76
10707,60,Dubai Marina,Rarely,"Italian, Thai, French",Low,Vegetarian,3.52,44
10708,24,Dubai Marina,Monthly,"Thai, Seafood, Emirati",Low,Gluten-Free,3.84,59
10709,42,Business Bay,Bi-Weekly,"Iranian, Mexican, Thai",Luxury,Keto,3.24,122
10710,32,Business Bay,Weekly,Chinese,Luxury,Gluten-Free,3.97,7
10711,43,Business Bay,Weekly,"Mexican, Seafood",High,Dairy-Free,3.48,104
10712,52,Sharjah,Weekly,Mediterranean,Medium,Keto,4.09,137
10713,56,Jumeirah Beach Residence (JBR),Bi-Weekly,"Indian, Emirati",Luxury,Vegan,4.22,35
10714,33,Ajman,Weekly,Mediterranean,Medium,Dairy-Free,3.88,88
10715,56,Dubai Marina,Daily,"Chinese, Mexican",Medium,Vegan,4.45,39
10716,42,Jumeirah Beach Residence (JBR),Bi-Weekly,"Thai, Italian, Seafood",Luxury,Vegan,3.12,144
10717,42,Business Bay,Weekly,Italian,Medium,Halal,4.46,12
10718,21,Jumeirah Lakes Towers (JLT),Bi-Weekly,"Emirati, Iranian",High,Vegetarian,4.07,23
10719,29,Abu Dhabi,Weekly,"Iranian, Thai",High,Vegan,3.81,130
10720,54,Sharjah,Rarely,"Emirati, Italian, Mediterranean",High,Gluten-Free,3.67,113
10721,28,Ajman,Weekly,"Iranian, Emirati, French",Medium,Vegan,3.63,17
10722,49,Dubai Marina,Weekly,"Emirati, Iranian",Low,Vegetarian,3.77,122
10723,28,Jumeirah Lakes Towers (JLT),Daily,"Indian, Mediterranean, Mexican",Luxury,Halal,3.62,67
10724,47,Ajman,Bi-Weekly,"French, Seafood, Thai",Low,None,3.56,55
10725,21,Palm Jumeirah,Monthly,Chinese,High,Vegan,4.03,98
10726,43,Abu Dhabi,Bi-Weekly,French,Medium,Halal,4.15,149
10727,40,Jumeirah Lakes Towers (JLT),Monthly,"Indian, Mediterranean, Chinese",High,None,4.29,10
10728,26,Al Barsha,Bi-Weekly,"Thai, Emirati",Luxury,None,4.07,1
10729,30,Abu Dhabi,Rarely,"Mediterranean, Seafood",High,None,3.3,127
10730,22,Dubai Marina,Weekly,"Indian, Italian",Luxury,None,4.05,58
10731,22,Palm Jumeirah,Monthly,"Thai, Indian",Medium,None,3.92,17
10732,27,Sharjah,Monthly,Chinese,Medium,None,3.11,54
10733,26,Jumeirah Lakes Towers (JLT),Monthly,Emirati,Luxury,Halal,4.24,36
10734,28,Dubai Marina,Monthly,"Iranian, Mediterranean, Italian",Low,Vegan,3.17,78
10735,39,Al Barsha,Rarely,Italian,High,Gluten-Free,3.61,133
10736,49,Downtown Dubai,Monthly,"Seafood, Mediterranean, Emirati",Medium,None,3.66,26
10737,46,Downtown Dubai,Daily,"Emirati, Mediterranean",Low,Keto,3.41,106
10738,22,Downtown Dubai,Monthly,"Mexican, Chinese",Luxury,Gluten-Free,3.82,91
10739,34,Palm Jumeirah,Bi-Weekly,Italian,Low,Halal,4.11,100
10740,41,Al Barsha,Weekly,"Mediterranean, Mexican",Medium,Vegetarian,3.84,67
10741,59,Ajman,Bi-Weekly,Seafood,Luxury,Gluten-Free,4.02,118
10742,55,Jumeirah Beach Residence (JBR),Monthly,"French, Italian",High,Vegetarian,3.66,54
10743,52,Palm Jumeirah,Bi-Weekly,"Emirati, Seafood, Thai",Medium,Vegan,4.14,11
10744,27,Al Barsha,Weekly,"Chinese, Italian, Emirati",High,Dairy-Free,3.61,23
10745,52,Palm Jumeirah,Weekly,Mediterranean,High,None,3.69,82
10746,45,Al Barsha,Rarely,Italian,Luxury,Keto,4.3,128
10747,56,Ajman,Daily,Indian,Low,Dairy-Free,3.16,126
10748,56,Dubai Marina,Rarely,"Mediterranean, Seafood",Luxury,Keto,4.15,57
10749,44,Al Barsha,Bi-Weekly,Iranian,Medium,Halal,4.19,3
10750,39,Jumeirah Beach Residence (JBR),Monthly,"Chinese, French",Low,Dairy-Free,4.14,52
10751,34,Dubai Marina,Monthly,"Emirati, Mediterranean, Seafood",Medium,Keto,3.92,123
10752,49,Ajman,Weekly,Chinese,Medium,None,3.08,29
10753,50,Jumeirah Beach Residence (JBR),Monthly,"Mediterranean, Italian",Luxury,Keto,3.19,105
10754,53,Al Barsha,Rarely,"Seafood, Italian, Mexican",Low,Dairy-Free,3.19,34
10755,28,Abu Dhabi,Daily,"Mediterranean, Chinese, Thai",High,Halal,3.69,42
10756,24,Palm Jumeirah,Monthly,"Chinese, Indian",High,Dairy-Free,3.08,60
10757,53,Business Bay,Daily,Indian,Medium,Vegan,4.2,108
10758,24,Downtown Dubai,Weekly,"Mexican, Iranian",Luxury,Dairy-Free,3.17,3
10759,37,Downtown Dubai,Daily,"Italian, Seafood",Luxury,Dairy-Free,3.74,20
10760,40,Dubai Marina,Bi-Weekly,"French, Italian, Thai",Medium,Halal,4.0,8
10761,48,Jumeirah Beach Residence (JBR),Daily,"Italian, Mediterranean, Emirati",High,Dairy-Free,3.36,129
10762,37,Business Bay,Rarely,"Iranian, Seafood",High,Vegan,3.67,76
10763,25,Palm Jumeirah,Weekly,"Seafood, Emirati, French",Luxury,Dairy-Free,4.2,104
10764,23,Palm Jumeirah,Rarely,Indian,Medium,Vegetarian,3.96,121
10765,31,Palm Jumeirah,Bi-Weekly,Mediterranean,Low,Gluten-Free,3.1,6
10766,46,Downtown Dubai,Daily,"Indian, Iranian, Thai",Low,None,3.46,67
10767,37,Al Barsha,Daily,"Indian, Iranian, Thai",Luxury,Gluten-Free,3.18,41
10768,41,Jumeirah Lakes Towers (JLT),Daily,"Mediterranean, Emirati, French",High,Vegetarian,3.37,92
10769,46,Sharjah,Daily,"Iranian, Italian",Low,Gluten-Free,3.6,86
10770,26,Abu Dhabi,Bi-Weekly,"Iranian, Seafood, Chinese",Medium,Keto,4.49,56
10771,42,Ajman,Bi-Weekly,Mediterranean,Luxury,Keto,4.28,46
10772,57,Palm Jumeirah,Weekly,"Seafood, Thai",Medium,Vegan,3.06,46
10773,51,Sharjah,Weekly,"Thai, Italian",High,Keto,4.21,76
10774,44,Jumeirah Beach Residence (JBR),Daily,"Seafood, Italian",Luxury,Vegan,4.01,10
10775,48,Jumeirah Beach Residence (JBR),Weekly,"Indian, Emirati, French",High,Vegan,3.18,24
10776,21,Business Bay,Rarely,Mediterranean,Low,Gluten-Free,3.77,67
10777,45,Al Barsha,Monthly,"Seafood, Mexican, Thai",Luxury,Keto,4.22,120
10778,58,Dubai Marina,Weekly,Iranian,Luxury,None,4.29,29
10779,23,Abu Dhabi,Rarely,"Mediterranean, French",High,Vegan,3.46,42
10780,29,Downtown Dubai,Monthly,"Italian, Mexican",Low,Vegetarian,3.72,100
10781,39,Business Bay,Daily,"Thai, Chinese",Luxury,Dairy-Free,3.9,147
10782,58,Palm Jumeirah,Daily,"Mediterranean, Italian",High,Halal,3.63,81
10783,43,Palm Jumeirah,Daily,Mediterranean,High,Keto,3.25,52
10784,28,Dubai Marina,Monthly,French,Luxury,Vegetarian,3.58,82
10785,45,Jumeirah Beach Residence (JBR),Daily,"Emirati, Indian, French",Medium,Dairy-Free,4.01,23
10786,40,Business Bay,Monthly,"Mediterranean, Iranian, Chinese",Medium,None,4.06,78
10787,29,Jumeirah Lakes Towers (JLT),Rarely,"Mediterranean, Seafood, Mexican",Luxury,Vegetarian,3.54,51
10788,25,Palm Jumeirah,Rarely,"Emirati, Mediterranean",Luxury,Gluten-Free,3.88,22
10789,28,Abu Dhabi,Weekly,"Thai, Seafood",Medium,Dairy-Free,3.14,53
10790,43,Palm Jumeirah,Daily,"Mexican, Iranian",Medium,Dairy-Free,4.23,47
10791,50,Palm Jumeirah,Rarely,Seafood,Luxury,Gluten-Free,4.14,79
10792,30,Jumeirah Beach Residence (JBR),Rarely,Thai,Medium,Halal,4.46,22
10793,50,Jumeirah Beach Residence (JBR),Rarely,"Thai, French",Medium,Keto,3.25,125
10794,20,Al Barsha,Rarely,"Mexican, Chinese, Mediterranean",High,Vegan,4.25,101
10795,44,Palm Jumeirah,Rarely,"Chinese, Iranian",Low,None,3.54,9
10796,53,Jumeirah Lakes Towers (JLT),Weekly,"Chinese, French, Mediterranean",High,Halal,3.04,124
10797,59,Palm Jumeirah,Weekly,"Thai, French",High,Gluten-Free,3.42,129
10798,41,Jumeirah Lakes Towers (JLT),Daily,Mediterranean,High,Gluten-Free,3.46,79
10799,54,Dubai Marina,Monthly,"Indian, Iranian",Low,Dairy-Free,4.15,74
10800,27,Jumeirah Beach Residence (JBR),Monthly,"Emirati, Seafood, Mexican",Medium,Keto,3.19,10
10801,44,Ajman,Monthly,Chinese,Medium,None,3.85,38
10802,44,Palm Jumeirah,Daily,"Mexican, Indian",Low,Vegetarian,4.15,106
10803,52,Sharjah,Monthly,"French, Mediterranean, Seafood",High,Gluten-Free,3.14,68
10804,59,Jumeirah Lakes Towers (JLT),Weekly,"Chinese, Emirati",High,Dairy-Free,3.12,40
10805,51,Palm Jumeirah,Bi-Weekly,"Mediterranean, Iranian, Emirati",Low,None,4.1,137
10806,47,Palm Jumeirah,Bi-Weekly,Thai,Medium,Keto,3.89,143
10807,26,Jumeirah Beach Residence (JBR),Rarely,Emirati,Low,Halal,3.57,69
10808,30,Dubai Marina,Weekly,French,Low,Keto,3.83,63
10809,31,Dubai Marina,Bi-Weekly,Chinese,High,None,4.32,7
10810,51,Al Barsha,Rarely,Thai,Luxury,Gluten-Free,3.27,83
10811,39,Palm Jumeirah,Bi-Weekly,"Emirati, Mexican, Seafood",Luxury,Halal,4.16,77
10812,35,Al Barsha,Weekly,"French, Chinese",Luxury,Dairy-Free,4.02,34
10813,53,Downtown Dubai,Rarely,"Italian, Thai",Luxury,Halal,4.0,113
10814,29,Sharjah,Rarely,"Mexican, Italian, Indian",Medium,Dairy-Free,3.58,133
10815,25,Jumeirah Beach Residence (JBR),Monthly,"Emirati, Thai",High,None,3.42,120
10816,27,Dubai Marina,Weekly,"Mediterranean, Indian, Chinese",Luxury,Vegetarian,3.92,138
10817,39,Jumeirah Lakes Towers (JLT),Rarely,"Italian, Mexican, French",Low,Vegetarian,3.07,111
10818,58,Ajman,Monthly,"Italian, Seafood",Low,Vegan,3.61,106
10819,30,Ajman,Rarely,"French, Mediterranean",Medium,Vegan,3.47,2
10820,36,Al Barsha,Bi-Weekly,Iranian,Luxury,Vegan,4.23,76
10821,31,Abu Dhabi,Weekly,Mexican,Luxury,Keto,4.05,5
10822,23,Jumeirah Beach Residence (JBR),Bi-Weekly,"Mexican, Seafood, Iranian",Low,Dairy-Free,3.83,131
10823,40,Business Bay,Rarely,Chinese,Medium,Keto,4.22,104
10824,22,Al Barsha,Rarely,Seafood,High,Keto,4.26,127
10825,47,Ajman,Daily,"Indian, French",Luxury,Dairy-Free,3.87,144
10826,23,Palm Jumeirah,Monthly,"Indian, French",Luxury,Halal,4.33,126
10827,25,Palm Jumeirah,Weekly,"Iranian, Emirati, Chinese",Medium,Keto,4.5,13
10828,34,Business Bay,Weekly,Emirati,Luxury,Vegan,3.01,67
10829,48,Al Barsha,Rarely,"French, Chinese",Medium,Dairy-Free,3.94,45
10830,26,Dubai Marina,Weekly,Iranian,High,Halal,3.07,20
10831,56,Ajman,Daily,Chinese,Luxury,Dairy-Free,4.18,136
10832,54,Sharjah,Monthly,"Thai, Indian",Luxury,Gluten-Free,3.99,49
10833,59,Jumeirah Lakes Towers (JLT),Bi-Weekly,Thai,Medium,Vegan,3.59,51
10834,46,Abu Dhabi,Bi-Weekly,"Chinese, Thai, Mediterranean",High,Dairy-Free,3.06,114
10835,39,Ajman,Daily,Emirati,High,Vegetarian,3.54,143
10836,26,Downtown Dubai,Bi-Weekly,Seafood,Low,Keto,3.91,86
10837,59,Downtown Dubai,Rarely,"Mexican, Indian",High,Dairy-Free,3.92,8
10838,25,Ajman,Monthly,"Mexican, French, Iranian",Low,Keto,4.29,66
10839,29,Dubai Marina,Monthly,"Italian, French, Thai",High,None,4.32,103
10840,42,Palm Jumeirah,Bi-Weekly,"French, Mexican, Mediterranean",Low,Dairy-Free,3.08,94
10841,40,Jumeirah Beach Residence (JBR),Weekly,"Indian, Emirati",Low,Keto,3.57,121
10842,42,Sharjah,Weekly,"Mexican, Thai",Luxury,Gluten-Free,4.13,140
10843,35,Al Barsha,Weekly,"Mexican, Mediterranean, French",Luxury,Gluten-Free,3.57,118
10844,60,Al Barsha,Monthly,"Iranian, French",Luxury,Dairy-Free,4.28,116
10845,37,Palm Jumeirah,Bi-Weekly,"Mexican, Mediterranean",Medium,Gluten-Free,4.15,118
10846,40,Sharjah,Monthly,"French, Mexican",Low,Vegetarian,3.56,141
10847,54,Palm Jumeirah,Monthly,"Mexican, Thai, Chinese",Luxury,None,4.28,88
10848,25,Sharjah,Rarely,"Thai, Mediterranean, French",Medium,Vegetarian,4.33,17
10849,40,Al Barsha,Bi-Weekly,"Mediterranean, Thai",High,Halal,4.46,145
10850,58,Ajman,Daily,"Italian, Emirati, Seafood",Luxury,Vegan,4.02,125
10851,41,Downtown Dubai,Weekly,"Iranian, Indian",Low,Dairy-Free,4.25,12
10852,51,Abu Dhabi,Weekly,"Mexican, French",High,Keto,3.24,92
10853,53,Business Bay,Weekly,"Mediterranean, Mexican, French",Low,Gluten-Free,4.22,21
10854,40,Downtown Dubai,Monthly,Emirati,Luxury,Gluten-Free,3.91,116
10855,57,Downtown Dubai,Daily,"Italian, French",Medium,Halal,4.21,132
10856,22,Jumeirah Beach Residence (JBR),Weekly,"Mexican, Iranian",High,Dairy-Free,3.26,31
10857,55,Al Barsha,Bi-Weekly,Chinese,High,None,3.08,43
10858,28,Business Bay,Rarely,"Thai, Emirati, Italian",Luxury,Vegetarian,4.12,138
10859,26,Jumeirah Beach Residence (JBR),Daily,"Seafood, Mediterranean",Medium,Dairy-Free,4.37,132
10860,40,Sharjah,Rarely,Italian,Luxury,Vegetarian,4.36,36
10861,29,Al Barsha,Bi-Weekly,"Thai, Chinese",Medium,Gluten-Free,4.28,13
10862,52,Downtown Dubai,Rarely,"Chinese, Mediterranean, Indian",Luxury,Dairy-Free,4.15,27
10863,23,Ajman,Monthly,"Mediterranean, Chinese, Italian",High,Keto,3.95,64
10864,58,Palm Jumeirah,Monthly,Chinese,Low,Gluten-Free,3.71,15
10865,28,Downtown Dubai,Rarely,"Iranian, Mexican",High,Dairy-Free,3.08,142
10866,41,Jumeirah Beach Residence (JBR),Bi-Weekly,"Mediterranean, Mexican",High,Dairy-Free,3.02,107
10867,35,Jumeirah Beach Residence (JBR),Bi-Weekly,Seafood,Low,Vegetarian,3.79,27
10868,48,Sharjah,Daily,Chinese,High,Dairy-Free,3.31,110
10869,40,Jumeirah Beach Residence (JBR),Monthly,"Mexican, French, Mediterranean",High,Keto,3.95,17
10870,44,Jumeirah Lakes Towers (JLT),Daily,"Chinese, Seafood, Emirati",Medium,Dairy-Free,3.27,30
10871,41,Ajman,Monthly,Italian,High,Gluten-Free,3.15,104
10872,44,Jumeirah Lakes Towers (JLT),Weekly,"Mediterranean, Thai, French",Low,Gluten-Free,4.02,9
10873,37,Palm Jumeirah,Bi-Weekly,"Mediterranean, Indian, French",Medium,Gluten-Free,3.68,102
10874,30,Downtown Dubai,Bi-Weekly,French,Medium,Gluten-Free,3.23,93
10875,39,Abu Dhabi,Weekly,"Mexican, Iranian",Low,Gluten-Free,3.87,6
10876,28,Jumeirah Beach Residence (JBR),Weekly,"Mexican, Seafood, Italian",Low,Gluten-Free,3.48,7
10877,22,Palm Jumeirah,Monthly,"Chinese, Italian",Medium,Halal,4.48,149
10878,41,Dubai Marina,Rarely,"Mediterranean, Italian",High,Halal,3.33,52
10879,20,Palm Jumeirah,Weekly,"Thai, Emirati",High,Halal,4.39,130
10880,37,Palm Jumeirah,Bi-Weekly,"Indian, Emirati, Thai",Low,Vegetarian,3.56,112
10881,35,Jumeirah Lakes Towers (JLT),Monthly,"Iranian, Thai",Medium,Gluten-Free,3.98,90
10882,40,Abu Dhabi,Bi-Weekly,"Iranian, Italian, Chinese",Luxury,Dairy-Free,4.06,144
10883,41,Jumeirah Lakes Towers (JLT),Weekly,"Mexican, Chinese",Luxury,None,3.82,88
10884,21,Sharjah,Weekly,"Thai, Mediterranean, Seafood",Luxury,None,3.95,13
10885,34,Dubai Marina,Rarely,"French, Mediterranean",Medium,Dairy-Free,4.08,90
10886,28,Jumeirah Lakes Towers (JLT),Bi-Weekly,"Thai, French, Mediterranean",Luxury,Vegan,4.21,54
10887,40,Abu Dhabi,Rarely,Seafood,Low,None,3.99,84
10888,31,Sharjah,Monthly,"French, Iranian",Luxury,Dairy-Free,4.0,72
10889,59,Sharjah,Bi-Weekly,"Chinese, Mexican",Luxury,None,3.88,58
10890,44,Dubai Marina,Bi-Weekly,"Emirati, Indian",Luxury,Halal,3.98,39
10891,26,Palm Jumeirah,Daily,"Iranian, Seafood",Medium,Halal,3.85,55
10892,40,Dubai Marina,Monthly,Emirati,Medium,None,3.13,48
10893,55,Downtown Dubai,Bi-Weekly,"Mexican, Chinese, French",Low,Gluten-Free,3.34,74
10894,46,Business Bay,Monthly,"Italian, Thai",Medium,Vegetarian,4.47,48
10895,46,Downtown Dubai,Monthly,"Indian, Thai",High,Vegan,3.91,86
10896,47,Dubai Marina,Rarely,"French, Italian, Emirati",Medium,Halal,4.03,25
10897,26,Sharjah,Rarely,Seafood,Low,Halal,4.19,42
10898,45,Jumeirah Beach Residence (JBR),Monthly,Chinese,Luxury,Halal,4.37,33
10899,36,Palm Jumeirah,Weekly,"Indian, Thai",High,Gluten-Free,3.63,113
10900,41,Downtown Dubai,Bi-Weekly,"Iranian, Mediterranean",High,Gluten-Free,3.7,22
10901,39,Dubai Marina,Weekly,"Chinese, Indian, Mexican",Low,Halal,3.02,140
10902,54,Jumeirah Lakes Towers (JLT),Bi-Weekly,"Indian, Iranian",Low,None,3.81,5
10903,51,Dubai Marina,Monthly,"Thai, Mexican",Luxury,Keto,4.06,121
10904,48,Sharjah,Monthly,"Thai, Indian, Mediterranean",Luxury,Gluten-Free,3.21,54
10905,28,Abu Dhabi,Daily,Mediterranean,High,Vegan,3.37,118
10906,23,Palm Jumeirah,Rarely,"Mediterranean, Emirati, Italian",Luxury,None,4.45,95
10907,32,Dubai Marina,Weekly,Emirati,Luxury,None,4.1,32
10908,40,Palm Jumeirah,Daily,"Indian, Iranian, Italian",Low,Vegetarian,3.01,140
10909,31,Al Barsha,Daily,Chinese,Low,Keto,3.37,77
10910,34,Jumeirah Lakes Towers (JLT),Monthly,Indian,Medium,Gluten-Free,3.89,5
10911,48,Dubai Marina,Daily,"Emirati, Iranian, Italian",Medium,None,4.23,69
10912,29,Ajman,Monthly,"French, Iranian, Indian",High,Gluten-Free,4.09,118
10913,57,Abu Dhabi,Weekly,Italian,High,Dairy-Free,4.4,131
10914,54,Dubai Marina,Monthly,Thai,Luxury,Halal,3.09,124
10915,32,Al Barsha,Monthly,"French, Chinese",Luxury,Halal,4.09,97
10916,46,Jumeirah Lakes Towers (JLT),Bi-Weekly,Italian,High,Vegetarian,3.68,85
10917,56,Business Bay,Daily,"Seafood, Italian, Indian",Medium,Keto,3.2,26
10918,21,Dubai Marina,Bi-Weekly,"French, Seafood",High,Keto,3.53,13
10919,49,Jumeirah Beach Residence (JBR),Rarely,Chinese,Medium,Halal,4.34,75
10920,42,Business Bay,Daily,Thai,Medium,Dairy-Free,3.85,41
10921,27,Ajman,Weekly,"Emirati, Mediterranean, Mexican",High,Vegan,3.86,94
10922,60,Downtown Dubai,Bi-Weekly,French,Luxury,Dairy-Free,4.22,34
10923,39,Palm Jumeirah,Bi-Weekly,"Mexican, Emirati, Thai",High,Keto,3.44,130
10924,58,Sharjah,Weekly,"French, Mediterranean, Iranian",High,Vegan,4.27,95
