date,cuisine_type,popularity_score,avg_price,season,day_type,is_holiday,weather_impact_category,booking_lead_time_days
2024-09-07,Indian,76.03,222.85,Summer/Off-Peak,Weekend,False,Severe Heat Impact,2
2024-09-07,Mexican,54.13,121.5,Summer/Off-Peak,Weekend,False,Severe Heat Impact,0
2024-09-07,French,65.08,425.93,Summer/Off-Peak,Weekend,False,Severe Heat Impact,3
2024-09-07,Thai,66.17,260.0,Summer/Off-Peak,Weekend,False,Severe Heat Impact,3
2024-09-07,Iranian,76.5,109.26,Summer/Off-Peak,Weekend,False,Severe Heat Impact,1
2024-09-07,Mediterranean,54.86,237.04,Summer/Off-Peak,Weekend,False,Severe Heat Impact,0
2024-09-07,Emirati,88.89,375.61,Summer/Off-Peak,Weekend,False,Severe Heat Impact,5
2024-09-07,Seafood,82.28,273.92,Summer/Off-Peak,Weekend,False,Severe Heat Impact,2
2024-09-08,Italian,55.73,132.82,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-08,Chinese,54.12,118.71,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-08,Indian,64.58,233.93,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-08,Mexican,56.89,120.45,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-08,French,67.69,270.97,Summer/Off-Peak,Weekday,False,Neutral,2
2024-09-08,Thai,50.0,132.24,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-08,Iranian,51.1,154.32,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-08,Mediterranean,54.37,327.6,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-08,Emirati,71.57,286.78,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-08,Seafood,63.27,224.13,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-09,Italian,50.0,172.14,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-09,Chinese,50.0,160.71,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-09,Indian,50.0,189.71,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-09,Mexican,59.01,211.61,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-09,French,60.29,277.46,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-09,Thai,50.0,206.18,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-09,Iranian,50.0,222.45,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-09,Mediterranean,63.4,267.66,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-09,Emirati,55.8,273.35,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-09,Seafood,63.69,238.95,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-10,Italian,54.07,101.48,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-10,Chinese,54.6,193.35,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-10,Indian,60.19,178.19,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-10,Mexican,66.2,186.06,Summer/Off-Peak,Weekday,False,Favorable Weather,3
2024-09-10,French,57.99,195.96,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-10,Thai,50.0,125.2,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-10,Iranian,50.0,217.67,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-10,Mediterranean,61.93,235.56,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-10,Emirati,62.98,185.45,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-10,Seafood,64.96,225.35,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-11,Italian,60.14,233.38,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-11,Chinese,50.0,99.84,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-11,Indian,50.0,234.88,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-11,Mexican,50.0,109.62,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-11,French,55.15,203.28,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-11,Thai,64.56,221.7,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-11,Iranian,50.01,216.49,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-11,Mediterranean,50.0,297.08,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-11,Emirati,72.32,278.22,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,2
2024-09-11,Seafood,66.29,212.21,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,3
2024-09-12,Italian,61.47,196.95,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-12,Chinese,60.33,234.28,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-12,Indian,57.08,166.54,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-12,Mexican,62.42,151.39,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-12,French,62.88,362.74,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-12,Thai,51.13,155.89,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-12,Iranian,51.78,235.43,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-12,Mediterranean,75.3,304.3,Summer/Off-Peak,Weekday,False,Favorable Weather,2
2024-09-12,Emirati,56.09,206.15,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-12,Seafood,74.35,191.25,Summer/Off-Peak,Weekday,False,Favorable Weather,2
2024-09-13,Italian,66.26,182.74,Summer/Off-Peak,Weekend,False,Favorable Weather,1
2024-09-13,Chinese,72.89,209.13,Summer/Off-Peak,Weekend,False,Favorable Weather,3
2024-09-13,Indian,55.46,116.73,Summer/Off-Peak,Weekend,False,Favorable Weather,1
2024-09-13,Mexican,79.28,218.81,Summer/Off-Peak,Weekend,False,Favorable Weather,3
2024-09-13,French,86.78,262.05,Summer/Off-Peak,Weekend,False,Favorable Weather,6
2024-09-13,Thai,72.0,171.1,Summer/Off-Peak,Weekend,False,Favorable Weather,2
2024-09-13,Iranian,66.24,234.92,Summer/Off-Peak,Weekend,False,Favorable Weather,3
2024-09-13,Mediterranean,91.41,264.95,Summer/Off-Peak,Weekend,False,Favorable Weather,5
2024-09-13,Emirati,81.11,194.08,Summer/Off-Peak,Weekend,False,Favorable Weather,2
2024-09-13,Seafood,83.33,206.12,Summer/Off-Peak,Weekend,False,Favorable Weather,2
2024-09-14,Italian,59.99,146.34,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-14,Chinese,68.37,198.99,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-14,Indian,66.69,195.99,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,3
2024-09-14,Mexican,59.19,219.47,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,0
2024-09-14,French,80.13,356.57,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,4
2024-09-14,Thai,59.12,208.36,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,0
2024-09-14,Iranian,54.8,202.39,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-14,Mediterranean,78.77,324.3,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,2
2024-09-14,Emirati,60.75,276.98,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-14,Seafood,61.73,357.04,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-15,Italian,54.87,145.94,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-15,Chinese,51.06,130.55,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-15,Indian,56.65,237.52,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-15,Mexican,50.0,187.03,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-15,French,53.57,353.65,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-15,Thai,54.15,153.53,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-15,Iranian,64.71,230.55,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-15,Mediterranean,69.55,353.82,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,3
2024-09-15,Emirati,77.03,265.71,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-15,Seafood,76.62,177.66,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,3
2024-09-16,Italian,66.53,148.4,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-16,Chinese,61.77,119.91,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-16,Indian,52.35,221.15,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-16,Mexican,57.59,174.08,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-16,French,60.56,242.73,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-16,Thai,51.09,241.39,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-16,Iranian,51.32,149.52,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-16,Mediterranean,51.31,291.73,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-16,Emirati,58.12,259.33,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-16,Seafood,55.0,331.05,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-17,Italian,50.0,141.42,Summer/Off-Peak,Weekday,False,Severe Heat Impact,1
2024-09-17,Chinese,50.0,181.43,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-17,Indian,51.2,135.38,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-17,Mexican,58.06,115.67,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-17,French,63.82,270.97,Summer/Off-Peak,Weekday,False,Severe Heat Impact,1
2024-09-17,Thai,54.03,215.2,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-17,Iranian,50.0,236.45,Summer/Off-Peak,Weekday,False,Severe Heat Impact,1
2024-09-17,Mediterranean,50.0,204.39,Summer/Off-Peak,Weekday,False,Severe Heat Impact,1
2024-09-17,Emirati,65.46,233.31,Summer/Off-Peak,Weekday,False,Severe Heat Impact,3
2024-09-17,Seafood,50.0,243.3,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-18,Italian,55.8,233.03,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-18,Chinese,52.14,204.31,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-18,Indian,54.25,127.07,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-18,Mexican,50.0,111.08,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-18,French,50.31,205.29,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-18,Thai,60.99,173.37,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-18,Iranian,58.09,170.42,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-18,Mediterranean,57.4,336.12,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-18,Emirati,69.64,224.85,Summer/Off-Peak,Weekday,False,Neutral,3
2024-09-18,Seafood,72.57,221.73,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-19,Italian,62.08,157.22,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-19,Chinese,50.0,196.59,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-19,Indian,50.42,147.01,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-19,Mexican,59.81,226.96,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-19,French,68.26,342.7,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,3
2024-09-19,Thai,50.0,123.34,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-19,Iranian,50.0,111.79,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-19,Mediterranean,66.4,362.75,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-19,Emirati,65.94,234.77,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,3
2024-09-19,Seafood,73.08,197.53,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,3
2024-09-20,Italian,58.98,162.11,Summer/Off-Peak,Weekend,False,Favorable Weather,0
2024-09-20,Chinese,55.18,177.73,Summer/Off-Peak,Weekend,False,Favorable Weather,1
2024-09-20,Indian,68.79,228.51,Summer/Off-Peak,Weekend,False,Favorable Weather,1
2024-09-20,Mexican,68.42,188.77,Summer/Off-Peak,Weekend,False,Favorable Weather,3
2024-09-20,French,83.05,222.7,Summer/Off-Peak,Weekend,False,Favorable Weather,7
2024-09-20,Thai,61.3,126.9,Summer/Off-Peak,Weekend,False,Favorable Weather,1
2024-09-20,Iranian,66.9,213.72,Summer/Off-Peak,Weekend,False,Favorable Weather,1
2024-09-20,Mediterranean,58.41,268.17,Summer/Off-Peak,Weekend,False,Favorable Weather,0
2024-09-20,Emirati,66.6,371.73,Summer/Off-Peak,Weekend,False,Favorable Weather,1
2024-09-20,Seafood,75.33,291.07,Summer/Off-Peak,Weekend,False,Favorable Weather,2
2024-09-21,Italian,67.07,177.97,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-21,Chinese,53.42,245.91,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-21,Indian,66.76,218.49,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,2
2024-09-21,Mexican,54.27,187.92,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-21,French,55.42,403.66,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-21,Thai,66.36,246.67,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,3
2024-09-21,Iranian,75.63,260.84,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,2
2024-09-21,Mediterranean,79.07,218.17,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,1
2024-09-21,Emirati,75.33,222.83,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,2
2024-09-21,Seafood,65.22,325.46,Summer/Off-Peak,Weekend,False,Moderate Heat Impact,2
2024-09-22,Italian,66.0,108.04,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-22,Chinese,55.86,157.71,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-22,Indian,50.0,134.15,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-22,Mexican,52.31,181.95,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-22,French,50.82,241.15,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-22,Thai,50.0,208.84,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-22,Iranian,51.66,120.59,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-22,Mediterranean,69.26,205.97,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,3
2024-09-22,Emirati,60.86,218.23,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-22,Seafood,55.51,306.55,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-23,Italian,64.99,212.05,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-23,Chinese,54.21,111.75,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-23,Indian,50.5,174.37,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-23,Mexican,68.93,188.41,Summer/Off-Peak,Weekday,False,Favorable Weather,3
2024-09-23,French,75.07,292.08,Summer/Off-Peak,Weekday,False,Favorable Weather,3
2024-09-23,Thai,59.62,108.43,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-23,Iranian,69.26,142.61,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-23,Mediterranean,69.3,213.83,Summer/Off-Peak,Weekday,False,Favorable Weather,1
2024-09-23,Emirati,51.13,334.66,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-23,Seafood,54.34,298.33,Summer/Off-Peak,Weekday,False,Favorable Weather,0
2024-09-24,Italian,53.49,117.14,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-24,Chinese,50.0,240.4,Summer/Off-Peak,Weekday,False,Severe Heat Impact,1
2024-09-24,Indian,50.0,205.85,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-24,Mexican,50.0,113.37,Summer/Off-Peak,Weekday,False,Severe Heat Impact,1
2024-09-24,French,59.47,234.65,Summer/Off-Peak,Weekday,False,Severe Heat Impact,1
2024-09-24,Thai,50.0,143.46,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-24,Iranian,60.65,222.86,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-24,Mediterranean,50.0,318.01,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-24,Emirati,50.0,186.28,Summer/Off-Peak,Weekday,False,Severe Heat Impact,0
2024-09-24,Seafood,68.56,262.67,Summer/Off-Peak,Weekday,False,Severe Heat Impact,1
2024-09-25,Italian,67.73,150.82,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-25,Chinese,50.97,193.09,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-25,Indian,50.0,211.95,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-25,Mexican,55.02,105.42,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-25,French,64.85,388.36,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-25,Thai,50.0,178.99,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-25,Iranian,56.28,216.04,Summer/Off-Peak,Weekday,False,Neutral,0
2024-09-25,Mediterranean,66.32,229.59,Summer/Off-Peak,Weekday,False,Neutral,3
2024-09-25,Emirati,56.2,288.55,Summer/Off-Peak,Weekday,False,Neutral,1
2024-09-25,Seafood,69.54,283.69,Summer/Off-Peak,Weekday,False,Neutral,2
2024-09-26,Italian,61.37,183.68,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-26,Chinese,50.0,218.8,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-26,Indian,57.11,229.23,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-26,Mexican,50.0,199.83,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-26,French,68.37,278.71,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-26,Thai,50.0,220.31,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-26,Iranian,62.95,165.9,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-26,Mediterranean,60.45,339.24,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-26,Emirati,56.42,259.0,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-26,Seafood,65.91,240.21,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,2
2024-09-27,Italian,61.96,169.88,Summer/Off-Peak,Weekend,False,Severe Heat Impact,0
2024-09-27,Chinese,64.0,234.14,Summer/Off-Peak,Weekend,False,Severe Heat Impact,0
2024-09-27,Indian,65.29,110.05,Summer/Off-Peak,Weekend,False,Severe Heat Impact,2
2024-09-27,Mexican,70.0,243.14,Summer/Off-Peak,Weekend,False,Severe Heat Impact,2
2024-09-27,French,54.1,305.08,Summer/Off-Peak,Weekend,False,Severe Heat Impact,0
2024-09-27,Thai,50.0,149.72,Summer/Off-Peak,Weekend,False,Severe Heat Impact,0
2024-09-27,Iranian,67.02,202.54,Summer/Off-Peak,Weekend,False,Severe Heat Impact,2
2024-09-27,Mediterranean,58.76,325.78,Summer/Off-Peak,Weekend,False,Severe Heat Impact,0
2024-09-27,Emirati,59.88,367.14,Summer/Off-Peak,Weekend,False,Severe Heat Impact,1
2024-09-27,Seafood,85.17,280.64,Summer/Off-Peak,Weekend,False,Severe Heat Impact,5
2024-09-28,Italian,66.45,175.24,Summer/Off-Peak,Weekend,False,Severe Heat Impact,1
2024-09-28,Chinese,51.53,217.19,Summer/Off-Peak,Weekend,False,Severe Heat Impact,1
2024-09-28,Indian,74.14,263.13,Summer/Off-Peak,Weekend,False,Severe Heat Impact,2
2024-09-28,Mexican,52.55,143.23,Summer/Off-Peak,Weekend,False,Severe Heat Impact,0
2024-09-28,French,84.53,380.53,Summer/Off-Peak,Weekend,False,Severe Heat Impact,2
2024-09-28,Thai,77.68,116.13,Summer/Off-Peak,Weekend,False,Severe Heat Impact,1
2024-09-28,Iranian,60.24,192.23,Summer/Off-Peak,Weekend,False,Severe Heat Impact,1
2024-09-28,Mediterranean,72.96,333.9,Summer/Off-Peak,Weekend,False,Severe Heat Impact,1
2024-09-28,Emirati,70.86,215.19,Summer/Off-Peak,Weekend,False,Severe Heat Impact,3
2024-09-28,Seafood,64.55,213.34,Summer/Off-Peak,Weekend,False,Severe Heat Impact,0
2024-09-29,Italian,55.96,168.91,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-29,Chinese,50.0,220.81,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-29,Indian,50.0,158.17,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-29,Mexican,63.02,185.74,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-29,French,59.74,338.34,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-29,Thai,50.0,180.32,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-29,Iranian,55.09,243.31,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-29,Mediterranean,58.96,352.15,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-29,Emirati,50.81,229.23,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-29,Seafood,64.19,244.03,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-30,Italian,50.0,162.74,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-30,Chinese,66.2,234.0,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,2
2024-09-30,Indian,50.0,131.5,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-30,Mexican,65.47,185.93,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,2
2024-09-30,French,50.0,380.29,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-30,Thai,56.32,187.64,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-30,Iranian,50.0,121.82,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-09-30,Mediterranean,68.79,295.95,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,2
2024-09-30,Emirati,50.0,211.02,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,0
2024-09-30,Seafood,62.78,178.75,Summer/Off-Peak,Weekday,False,Moderate Heat Impact,1
2024-10-01,Italian,80.63,235.21,Shoulder,Weekday,True,Neutral,2
2024-10-01,Chinese,74.6,177.85,Shoulder,Weekday,True,Neutral,3
2024-10-01,Indian,72.56,134.17,Shoulder,Weekday,True,Neutral,1
2024-10-01,Mexican,93.66,181.45,Shoulder,Weekday,True,Neutral,9
2024-10-01,French,68.0,217.66,Shoulder,Weekday,True,Neutral,1
2024-10-01,Thai,62.15,222.61,Shoulder,Weekday,True,Neutral,1
2024-10-01,Iranian,70.36,131.24,Shoulder,Weekday,True,Neutral,3
2024-10-01,Mediterranean,73.06,229.59,Shoulder,Weekday,True,Neutral,2
2024-10-01,Emirati,93.69,267.91,Shoulder,Weekday,True,Neutral,10
2024-10-01,Seafood,100.0,309.16,Shoulder,Weekday,True,Neutral,8
2024-10-02,Italian,63.42,230.1,Shoulder,Weekday,False,Favorable Weather,0
2024-10-02,Chinese,66.2,204.39,Shoulder,Weekday,False,Favorable Weather,1
2024-10-02,Indian,51.26,179.46,Shoulder,Weekday,False,Favorable Weather,0
2024-10-02,Mexican,60.05,214.96,Shoulder,Weekday,False,Favorable Weather,1
2024-10-02,French,60.49,283.93,Shoulder,Weekday,False,Favorable Weather,1
2024-10-02,Thai,58.23,199.75,Shoulder,Weekday,False,Favorable Weather,1
2024-10-02,Iranian,60.16,158.48,Shoulder,Weekday,False,Favorable Weather,1
2024-10-02,Mediterranean,58.63,259.43,Shoulder,Weekday,False,Favorable Weather,0
2024-10-02,Emirati,80.25,300.73,Shoulder,Weekday,False,Favorable Weather,6
2024-10-02,Seafood,67.79,316.91,Shoulder,Weekday,False,Favorable Weather,3
2024-10-03,Italian,62.36,200.55,Shoulder,Weekday,False,High Favorable Weather,0
2024-10-03,Chinese,71.24,242.18,Shoulder,Weekday,False,High Favorable Weather,3
2024-10-03,Indian,73.1,105.97,Shoulder,Weekday,False,High Favorable Weather,2
2024-10-03,Mexican,59.78,200.57,Shoulder,Weekday,False,High Favorable Weather,0
2024-10-03,French,70.39,216.27,Shoulder,Weekday,False,High Favorable Weather,3
2024-10-03,Thai,74.42,101.02,Shoulder,Weekday,False,High Favorable Weather,1
2024-10-03,Iranian,60.48,176.57,Shoulder,Weekday,False,High Favorable Weather,0
2024-10-03,Mediterranean,61.45,325.34,Shoulder,Weekday,False,High Favorable Weather,0
2024-10-03,Emirati,66.31,180.08,Shoulder,Weekday,False,High Favorable Weather,3
2024-10-03,Seafood,81.71,202.92,Shoulder,Weekday,False,High Favorable Weather,4
2024-10-04,Italian,92.17,159.37,Shoulder,Weekend,False,Neutral,6
2024-10-04,Chinese,74.32,263.89,Shoulder,Weekend,False,Neutral,2
2024-10-04,Indian,58.14,111.71,Shoulder,Weekend,False,Neutral,1
2024-10-04,Mexican,66.09,116.63,Shoulder,Weekend,False,Neutral,3
2024-10-04,French,79.07,350.83,Shoulder,Weekend,False,Neutral,3
2024-10-04,Thai,87.19,205.7,Shoulder,Weekend,False,Neutral,2
2024-10-04,Iranian,73.07,131.79,Shoulder,Weekend,False,Neutral,2
2024-10-04,Mediterranean,97.69,333.54,Shoulder,Weekend,False,Neutral,7
2024-10-04,Emirati,76.16,262.62,Shoulder,Weekend,False,Neutral,1
2024-10-04,Seafood,91.1,293.92,Shoulder,Weekend,False,Neutral,8
2024-10-05,Italian,65.58,108.33,Shoulder,Weekend,False,Neutral,3
2024-10-05,Chinese,67.85,146.41,Shoulder,Weekend,False,Neutral,3
2024-10-05,Indian,91.33,159.42,Shoulder,Weekend,False,Neutral,8
2024-10-05,Mexican,77.44,242.14,Shoulder,Weekend,False,Neutral,1
2024-10-05,French,96.88,245.2,Shoulder,Weekend,False,Neutral,7
2024-10-05,Thai,89.03,215.52,Shoulder,Weekend,False,Neutral,6
2024-10-05,Iranian,63.97,248.38,Shoulder,Weekend,False,Neutral,1
2024-10-05,Mediterranean,70.83,348.97,Shoulder,Weekend,False,Neutral,3
2024-10-05,Emirati,96.83,283.02,Shoulder,Weekend,False,Neutral,5
2024-10-05,Seafood,74.84,360.07,Shoulder,Weekend,False,Neutral,2
2024-10-06,Italian,76.55,124.28,Shoulder,Weekday,False,Favorable Weather,3
2024-10-06,Chinese,73.92,233.56,Shoulder,Weekday,False,Favorable Weather,2
2024-10-06,Indian,56.9,196.4,Shoulder,Weekday,False,Favorable Weather,1
2024-10-06,Mexican,73.68,116.43,Shoulder,Weekday,False,Favorable Weather,2
2024-10-06,French,72.8,314.6,Shoulder,Weekday,False,Favorable Weather,1
2024-10-06,Thai,62.33,134.75,Shoulder,Weekday,False,Favorable Weather,1
2024-10-06,Iranian,55.11,243.68,Shoulder,Weekday,False,Favorable Weather,1
